_id,_name,_category,_detailText,_priority,_spriteName,_masterReleaseLabelId
4001832,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 2,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 2,1832,title_e_0141_04007_0002,224030105
4001833,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 2,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 2,1833,title_e_0141_04008_0002,224030105
4001834,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 2,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 2,1834,title_e_0141_04009_0002,224030105
4001835,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 2,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 2,1835,title_e_0141_04010_0002,224030105
4001836,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 2,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 2,1836,title_e_0141_04011_0002,224030105
4001837,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 3,1837,title_e_0141_01001_0003,224030105
4001838,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 3,1838,title_e_0141_01002_0003,224030105
4001839,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 3,1839,title_e_0141_01003_0003,224030105
4001840,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 3,1840,title_e_0141_01004_0003,224030105
4001841,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 3,1841,title_e_0141_01005_0003,224030105
4001842,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 3,1842,title_e_0141_01006_0003,224030105
4001843,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 3,1843,title_e_0141_01007_0003,224030105
4001844,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 3,1844,title_e_0141_01008_0003,224030105
4001845,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 3,1845,title_e_0141_01009_0003,224030105
4001846,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 3,1846,title_e_0141_02001_0003,224030105
4001847,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 3,1847,title_e_0141_02002_0003,224030105
4001848,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 3,1848,title_e_0141_02003_0003,224030105
4001849,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 3,1849,title_e_0141_02004_0003,224030105
4001850,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 3,1850,title_e_0141_02005_0003,224030105
4001851,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 3,1851,title_e_0141_02006_0003,224030105
4001852,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanamaru TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanamaru TOP 3,1852,title_e_0141_02007_0003,224030105
4001853,Love Live! School Idol Festival 2 MIRACLE LIVE! Mari TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mari TOP 3,1853,title_e_0141_02008_0003,224030105
4001854,Love Live! School Idol Festival 2 MIRACLE LIVE! Ruby TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ruby TOP 3,1854,title_e_0141_02009_0003,224030105
4001855,Love Live! School Idol Festival 2 MIRACLE LIVE! Ayumu TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ayumu TOP 3,1855,title_e_0141_03001_0003,224030105
4001856,Love Live! School Idol Festival 2 MIRACLE LIVE! Kasumi TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kasumi TOP 3,1856,title_e_0141_03002_0003,224030105
4001857,Love Live! School Idol Festival 2 MIRACLE LIVE! Shizuku TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shizuku TOP 3,1857,title_e_0141_03003_0003,224030105
4001858,Love Live! School Idol Festival 2 MIRACLE LIVE! Karin TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Karin TOP 3,1858,title_e_0141_03004_0003,224030105
4001859,Love Live! School Idol Festival 2 MIRACLE LIVE! Ai TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ai TOP 3,1859,title_e_0141_03005_0003,224030105
4001860,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanata TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanata TOP 3,1860,title_e_0141_03006_0003,224030105
4001861,Love Live! School Idol Festival 2 MIRACLE LIVE! Setsuna TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Setsuna TOP 3,1861,title_e_0141_03007_0003,224030105
4001862,Love Live! School Idol Festival 2 MIRACLE LIVE! Emma TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Emma TOP 3,1862,title_e_0141_03008_0003,224030105
4001863,Love Live! School Idol Festival 2 MIRACLE LIVE! Rina TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rina TOP 3,1863,title_e_0141_03009_0003,224030105
4001864,Love Live! School Idol Festival 2 MIRACLE LIVE! Shioriko TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shioriko TOP 3,1864,title_e_0141_03010_0003,224030105
4001865,Love Live! School Idol Festival 2 MIRACLE LIVE! Mia TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mia TOP 3,1865,title_e_0141_03011_0003,224030105
4001866,Love Live! School Idol Festival 2 MIRACLE LIVE! Lanzhu TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Lanzhu TOP 3,1866,title_e_0141_03012_0003,224030105
4001867,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanon TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanon TOP 3,1867,title_e_0141_04001_0003,224030105
4001868,Love Live! School Idol Festival 2 MIRACLE LIVE! Keke TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Keke TOP 3,1868,title_e_0141_04002_0003,224030105
4001869,Love Live! School Idol Festival 2 MIRACLE LIVE! Chisato TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chisato TOP 3,1869,title_e_0141_04003_0003,224030105
4001870,Love Live! School Idol Festival 2 MIRACLE LIVE! Sumire TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Sumire TOP 3,1870,title_e_0141_04004_0003,224030105
4001871,Love Live! School Idol Festival 2 MIRACLE LIVE! Ren TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ren TOP 3,1871,title_e_0141_04005_0003,224030105
4001872,Love Live! School Idol Festival 2 MIRACLE LIVE! Kinako TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kinako TOP 3,1872,title_e_0141_04006_0003,224030105
4001873,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 3,1873,title_e_0141_04007_0003,224030105
4001874,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 3,1874,title_e_0141_04008_0003,224030105
4001875,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 3,1875,title_e_0141_04009_0003,224030105
4001876,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 3,1876,title_e_0141_04010_0003,224030105
4001877,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 3,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 3,1877,title_e_0141_04011_0003,224030105
4001878,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 10,1878,title_e_0141_01001_0010,224030105
4001879,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 10,1879,title_e_0141_01002_0010,224030105
4001880,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 10,1880,title_e_0141_01003_0010,224030105
4001881,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 10,1881,title_e_0141_01004_0010,224030105
4001882,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 10,1882,title_e_0141_01005_0010,224030105
4001883,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 10,1883,title_e_0141_01006_0010,224030105
4001884,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 10,1884,title_e_0141_01007_0010,224030105
4001885,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 10,1885,title_e_0141_01008_0010,224030105
4001886,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 10,1886,title_e_0141_01009_0010,224030105
4001887,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 10,1887,title_e_0141_02001_0010,224030105
4001888,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 10,1888,title_e_0141_02002_0010,224030105
4001889,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 10,1889,title_e_0141_02003_0010,224030105
4001890,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 10,1890,title_e_0141_02004_0010,224030105
4001891,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 10,1891,title_e_0141_02005_0010,224030105
4001892,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 10,1892,title_e_0141_02006_0010,224030105
4001893,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanamaru TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanamaru TOP 10,1893,title_e_0141_02007_0010,224030105
4001894,Love Live! School Idol Festival 2 MIRACLE LIVE! Mari TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mari TOP 10,1894,title_e_0141_02008_0010,224030105
4001895,Love Live! School Idol Festival 2 MIRACLE LIVE! Ruby TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ruby TOP 10,1895,title_e_0141_02009_0010,224030105
4001896,Love Live! School Idol Festival 2 MIRACLE LIVE! Ayumu TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ayumu TOP 10,1896,title_e_0141_03001_0010,224030105
4001897,Love Live! School Idol Festival 2 MIRACLE LIVE! Kasumi TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kasumi TOP 10,1897,title_e_0141_03002_0010,224030105
4001898,Love Live! School Idol Festival 2 MIRACLE LIVE! Shizuku TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shizuku TOP 10,1898,title_e_0141_03003_0010,224030105
4001899,Love Live! School Idol Festival 2 MIRACLE LIVE! Karin TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Karin TOP 10,1899,title_e_0141_03004_0010,224030105
4001900,Love Live! School Idol Festival 2 MIRACLE LIVE! Ai TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ai TOP 10,1900,title_e_0141_03005_0010,224030105
4001901,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanata TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanata TOP 10,1901,title_e_0141_03006_0010,224030105
4001902,Love Live! School Idol Festival 2 MIRACLE LIVE! Setsuna TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Setsuna TOP 10,1902,title_e_0141_03007_0010,224030105
4001903,Love Live! School Idol Festival 2 MIRACLE LIVE! Emma TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Emma TOP 10,1903,title_e_0141_03008_0010,224030105
4001904,Love Live! School Idol Festival 2 MIRACLE LIVE! Rina TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rina TOP 10,1904,title_e_0141_03009_0010,224030105
4001905,Love Live! School Idol Festival 2 MIRACLE LIVE! Shioriko TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shioriko TOP 10,1905,title_e_0141_03010_0010,224030105
4001906,Love Live! School Idol Festival 2 MIRACLE LIVE! Mia TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mia TOP 10,1906,title_e_0141_03011_0010,224030105
4001907,Love Live! School Idol Festival 2 MIRACLE LIVE! Lanzhu TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Lanzhu TOP 10,1907,title_e_0141_03012_0010,224030105
4001908,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanon TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanon TOP 10,1908,title_e_0141_04001_0010,224030105
4001909,Love Live! School Idol Festival 2 MIRACLE LIVE! Keke TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Keke TOP 10,1909,title_e_0141_04002_0010,224030105
4001910,Love Live! School Idol Festival 2 MIRACLE LIVE! Chisato TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chisato TOP 10,1910,title_e_0141_04003_0010,224030105
4001911,Love Live! School Idol Festival 2 MIRACLE LIVE! Sumire TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Sumire TOP 10,1911,title_e_0141_04004_0010,224030105
4001912,Love Live! School Idol Festival 2 MIRACLE LIVE! Ren TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ren TOP 10,1912,title_e_0141_04005_0010,224030105
4001913,Love Live! School Idol Festival 2 MIRACLE LIVE! Kinako TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kinako TOP 10,1913,title_e_0141_04006_0010,224030105
4001914,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 10,1914,title_e_0141_04007_0010,224030105
4001915,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 10,1915,title_e_0141_04008_0010,224030105
4001916,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 10,1916,title_e_0141_04009_0010,224030105
4001917,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 10,1917,title_e_0141_04010_0010,224030105
4001918,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 10,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 10,1918,title_e_0141_04011_0010,224030105
4001919,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 100,1919,title_e_0141_01001_0100,224030105
4001920,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 100,1920,title_e_0141_01002_0100,224030105
4001921,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 100,1921,title_e_0141_01003_0100,224030105
4001922,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 100,1922,title_e_0141_01004_0100,224030105
4001923,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 100,1923,title_e_0141_01005_0100,224030105
4001924,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 100,1924,title_e_0141_01006_0100,224030105
4001925,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 100,1925,title_e_0141_01007_0100,224030105
4001926,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 100,1926,title_e_0141_01008_0100,224030105
4001927,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 100,1927,title_e_0141_01009_0100,224030105
4001928,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 100,1928,title_e_0141_02001_0100,224030105
4001929,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 100,1929,title_e_0141_02002_0100,224030105
4001930,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 100,1930,title_e_0141_02003_0100,224030105
4001931,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 100,1931,title_e_0141_02004_0100,224030105
4001932,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 100,1932,title_e_0141_02005_0100,224030105
4001933,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 100,1933,title_e_0141_02006_0100,224030105
4001934,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanamaru TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanamaru TOP 100,1934,title_e_0141_02007_0100,224030105
4001935,Love Live! School Idol Festival 2 MIRACLE LIVE! Mari TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mari TOP 100,1935,title_e_0141_02008_0100,224030105
4001936,Love Live! School Idol Festival 2 MIRACLE LIVE! Ruby TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ruby TOP 100,1936,title_e_0141_02009_0100,224030105
4001937,Love Live! School Idol Festival 2 MIRACLE LIVE! Ayumu TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ayumu TOP 100,1937,title_e_0141_03001_0100,224030105
4001938,Love Live! School Idol Festival 2 MIRACLE LIVE! Kasumi TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kasumi TOP 100,1938,title_e_0141_03002_0100,224030105
4001939,Love Live! School Idol Festival 2 MIRACLE LIVE! Shizuku TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shizuku TOP 100,1939,title_e_0141_03003_0100,224030105
4001940,Love Live! School Idol Festival 2 MIRACLE LIVE! Karin TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Karin TOP 100,1940,title_e_0141_03004_0100,224030105
4001941,Love Live! School Idol Festival 2 MIRACLE LIVE! Ai TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ai TOP 100,1941,title_e_0141_03005_0100,224030105
4001942,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanata TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanata TOP 100,1942,title_e_0141_03006_0100,224030105
4001943,Love Live! School Idol Festival 2 MIRACLE LIVE! Setsuna TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Setsuna TOP 100,1943,title_e_0141_03007_0100,224030105
4001944,Love Live! School Idol Festival 2 MIRACLE LIVE! Emma TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Emma TOP 100,1944,title_e_0141_03008_0100,224030105
4001945,Love Live! School Idol Festival 2 MIRACLE LIVE! Rina TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rina TOP 100,1945,title_e_0141_03009_0100,224030105
4001946,Love Live! School Idol Festival 2 MIRACLE LIVE! Shioriko TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shioriko TOP 100,1946,title_e_0141_03010_0100,224030105
4001947,Love Live! School Idol Festival 2 MIRACLE LIVE! Mia TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mia TOP 100,1947,title_e_0141_03011_0100,224030105
4001948,Love Live! School Idol Festival 2 MIRACLE LIVE! Lanzhu TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Lanzhu TOP 100,1948,title_e_0141_03012_0100,224030105
4001949,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanon TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanon TOP 100,1949,title_e_0141_04001_0100,224030105
4001950,Love Live! School Idol Festival 2 MIRACLE LIVE! Keke TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Keke TOP 100,1950,title_e_0141_04002_0100,224030105
4001951,Love Live! School Idol Festival 2 MIRACLE LIVE! Chisato TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chisato TOP 100,1951,title_e_0141_04003_0100,224030105
4001952,Love Live! School Idol Festival 2 MIRACLE LIVE! Sumire TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Sumire TOP 100,1952,title_e_0141_04004_0100,224030105
4001953,Love Live! School Idol Festival 2 MIRACLE LIVE! Ren TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Ren TOP 100,1953,title_e_0141_04005_0100,224030105
4001954,Love Live! School Idol Festival 2 MIRACLE LIVE! Kinako TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kinako TOP 100,1954,title_e_0141_04006_0100,224030105
4001955,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Mei TOP 100,1955,title_e_0141_04007_0100,224030105
4001956,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Shiki TOP 100,1956,title_e_0141_04008_0100,224030105
4001957,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Natsumi TOP 100,1957,title_e_0141_04009_0100,224030105
4001958,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Margarete TOP 100,1958,title_e_0141_04010_0100,224030105
4001959,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 100,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Tomari TOP 100,1959,title_e_0141_04011_0100,224030105
4001960,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Honoka TOP 300,1960,title_e_0141_01001_0300,224030105
4001961,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Eli TOP 300,1961,title_e_0141_01002_0300,224030105
4001962,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kotori TOP 300,1962,title_e_0141_01003_0300,224030105
4001963,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Umi TOP 300,1963,title_e_0141_01004_0300,224030105
4001964,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Rin TOP 300,1964,title_e_0141_01005_0300,224030105
4001965,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Maki TOP 300,1965,title_e_0141_01006_0300,224030105
4001966,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nozomi TOP 300,1966,title_e_0141_01007_0300,224030105
4001967,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Hanayo TOP 300,1967,title_e_0141_01008_0300,224030105
4001968,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Nico TOP 300,1968,title_e_0141_01009_0300,224030105
4001969,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Chika TOP 300,1969,title_e_0141_02001_0300,224030105
4001970,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Riko TOP 300,1970,title_e_0141_02002_0300,224030105
4001971,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Kanan TOP 300,1971,title_e_0141_02003_0300,224030105
4001972,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Dia TOP 300,1972,title_e_0141_02004_0300,224030105
4001973,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! You TOP 300,1973,title_e_0141_02005_0300,224030105
4001974,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 300,4,Love Live! School Idol Festival 2 MIRACLE LIVE! Yoshiko TOP 300,1974,title_e_0141_02006_0300,224030105
