_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_nameEn,_detailTextEn,_masterReleaseLabelId
130080002,完璧な小悪魔,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,80/80/80/80/80/80/80/80/80,15000/17000/19000/21000/23000/25000/27000/29000/29000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,406/658/911/1163/1416/1668/1921/2173/2358,Perfect Little Devil,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
130090002,夏美プロデュース,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間特技の発動率が{3}倍になる,1,37/37/37/37/37/37/37/37/37,22000/26000/30000/34000/38000/42000/46000/50000/50000,2800/3400/4000/4600/5200/5800/6400/7000/7000,0,0,0,7,1500/1550/1600/1650/1700/1750/1800/1850/1880,Natsumi Productions,"For every {0} Rhythm Icons, there's a {1}% chance<br>skill activation rates become {3}x for {2} sec.",1
100020167,誰よりも堂々と,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,30/30/30/30/30/30/30/30/30,23000/26000/29000/32000/35000/38000/41000/44000/44000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,44/48/51/54/58/61/64/68/73,Grander than Anyone,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100020168,ばっちりキメて♪,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,15/15/15/15/15/15/15/15/15,13000/17000/21000/25000/29000/33000/37000/41000/41000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Right On the Mark,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
100070164,クールにスイートに,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間特技の発動率が{3}倍になる,1,47/47/47/47/47/47/47/47/47,36000/40000/44000/48000/52000/56000/60000/64000/64000,1600/2300/3000/3700/4400/5100/5800/6500/6500,0,0,0,7,1200/1260/1320/1380/1440/1500/1560/1620/1650,Be Cool and Sweet,"For every {0} Rhythm Icons, there's a {1}% chance<br>skill activation rates become {3}x for {2} sec.",1
100090171,にこにーに釘付け,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,45/45/45/45/45/45/45/45/45,7000/9000/11000/13000/15000/17000/19000/21000/21000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,749/865/981/1096/1212/1327/1443/1558/1683,Eyes on Nico-Ni,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030150,クールで熱く,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,17/17/17/17/17/17/17/17/17,18000/22000/26000/30000/34000/38000/42000/46000/46000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Cool and Passionate,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
110040149,全身で表現したいから,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,20/20/20/20/20/20/20/20/20,26000/30000/34000/38000/42000/46000/50000/54000/54000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Express with My Body,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
110080154,シャイニーパッション,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間特技の発動率が{3}倍になる,1,53/53/53/53/53/53/53/53/53,39000/43000/47000/51000/55000/59000/63000/67000/67000,1600/2300/3000/3700/4400/5100/5800/6500/6500,0,0,0,7,1260/1330/1400/1470/1540/1610/1680/1750/1780,Shiny Passion,"For every {0} Rhythm Icons, there's a {1}% chance<br>skill activation rates become {3}x for {2} sec.",1
100050166,バースデーソング♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,80/80/80/80/80/80/80/80/80,9000/12000/15000/18000/21000/24000/27000/30000/30000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,570/742/915/1088/1260/1432/1605/1778/1939,Birthday Song,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120010024,夢を描きたい！,リズムアイコン{0}個ごとに{1}%の確率で<br>次に発動する特技のレベルが{3}上がる,1,9/9/9/9/9/9/9/9/9,3000/7000/11000/15000/19000/23000/27000/31000/31000,,0,0,0,8,6/6/6/7/7/7/8/8/9,Paint My Dreams!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the next skill to activate gains {3} levels.",1
120020023,落書きはお手の物,リズムアイコン{0}個ごとに{1}%の確率で<br>次に発動する特技のレベルが{3}上がる,1,11/11/11/11/11/11/11/11/11,6000/10000/14000/18000/22000/26000/30000/34000/34000,,0,0,0,8,6/6/6/7/7/7/8/8/9,Doodling Is My Thing,"For every {0} Rhythm Icons, there's a {1}% chance<br>the next skill to activate gains {3} levels.",1
120030029,芸術はこの胸のなか,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,17/17/17/17/17/17/17/17/17,18000/22000/26000/30000/34000/38000/42000/46000/46000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Art Is in My Heart,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
120040026,カラフルホッパー,リズムアイコン{0}個ごとに{1}%の確率で<br>次に発動する特技のレベルが{3}上がる,1,13/13/13/13/13/13/13/13/13,12000/16000/20000/24000/28000/32000/36000/40000/40000,,0,0,0,8,6/6/6/7/7/7/8/8/9,Colorful Hoppers,"For every {0} Rhythm Icons, there's a {1}% chance<br>the next skill to activate gains {3} levels.",1
120050024,キャンバスを超えて,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,14/14/14/14/14/14/14/14/14,11000/15000/19000/23000/27000/31000/35000/39000/39000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Beyond the Canvas,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
120060028,ココロノート,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,20/20/20/20/20/20/20/20/20,26000/30000/34000/38000/42000/46000/50000/54000/54000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Heart Notebook,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
120070026,情熱で染め上げる！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,42/42/42/42/42/42/42/42/42,7000/9000/11000/13000/15000/17000/19000/21000/21000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,700/808/916/1023/1131/1239/1347/1454/1571,Dye It with Passion!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120080028,わたしとあなたの色,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,60/60/60/60/60/60/60/60/60,12000/14000/16000/18000/20000/22000/24000/26000/26000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,583/740/896/1052/1209/1365/1522/1678/1812,Colors of You and Me,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120090023,ココロの笑顔,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,51/51/51/51/51/51/51/51/51,9000/11000/13000/15000/17000/19000/21000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,662/798/933/1069/1205/1341/1477/1612/1741,Smiling Heart,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120100017,ひと筆の未来,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,68/68/68/68/68/68/68/68/68,7000/10000/13000/16000/19000/22000/25000/28000/28000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,1132/1223/1313/1404/1494/1585/1676/1766/1907,Future in a Stroke,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120120011,未来を描いて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,56/56/56/56/56/56/56/56/56,11000/13000/15000/17000/19000/21000/23000/25000/25000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,594/742/890/1038/1186/1333/1481/1629/1759,Draw the Future,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120110011,カラフルソング,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,80/80/80/80/80/80/80/80/80,10000/13000/16000/19000/22000/25000/28000/31000/31000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,934/1068/1203/1338/1472/1607/1742/1877/2026,Colorful Song,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030151,傘咲く季節,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,23/23/23/23/23/23/23/23/23,27000/31000/35000/39000/43000/47000/51000/55000/55000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Open Umbrella Season,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
110060158,耐雨結界,スマイルPがアップする,1,15/15/15/15/15/15/15/15/15,13000/16000/19000/22000/25000/28000/31000/34000/34000,,0,0,0,1,36/39/41/44/46/49/51/54/55,Rain-Proof Barrier,Raises Smile Points.,1
120050025,楽しく激しく！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,19/19/19/19/19/19/19/19/19,54000/57000/60000/63000/66000/69000/72000/75000/75000,3000/3500/4000/4500/5000/5500/6000/6500/6900,0,0,0,5,2/2/2/2/2/2/2/2/2,Fun and Energetic!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100050167,テンションを上げて,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,20/20/20/20/20/20/20/20/20,25000/28000/31000/34000/37000/40000/43000/46000/46000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,23/26/29/32/35/38/41/44/47,Get Excited,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010157,みんなが素敵だから,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,34/34/34/34/34/34/34/34/34,12000/13000/14000/15000/16000/17000/18000/19000/19000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,182/326/471/615/759/904/1048/1193/1294,Everyone is Wonderful,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020156,幸せの音色,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,32/32/32/32/32/32/32/32/32,12000/13000/14000/15000/16000/17000/18000/19000/19000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,172/308/444/579/715/851/987/1123/1218,Joyous Tone,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050159,船出にたとえて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間特技の発動率が{3}倍になる,1,41/41/41/41/41/41/41/41/41,33000/37000/41000/45000/49000/53000/57000/61000/61000,1600/2300/3000/3700/4400/5100/5800/6500/6500,0,0,0,7,1200/1240/1280/1320/1360/1400/1440/1480/1500,Like Setting Sail,"For every {0} Rhythm Icons, there's a {1}% chance<br>skill activation rates become {3}x for {2} sec.",1
110060159,堕天使のブーケトス,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,76/76/76/76/76/76/76/76/76,16000/18000/20000/22000/24000/26000/28000/30000/30000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,306/504/701/899/1096/1294/1491/1689/1832,Fallen Angel Bouquet,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070152,映画のシーンのように,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,17/17/17/17/17/17/17/17/17,18000/22000/26000/30000/34000/38000/42000/46000/46000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Like a Movie Scene,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
110090154,お姉ちゃんのドレス,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間特技の発動率が{3}倍になる,1,31/31/31/31/31/31/31/31/31,25000/29000/33000/37000/41000/45000/49000/53000/53000,1300/1900/2500/3100/3700/4300/4900/5500/5500,0,0,0,7,1380/1400/1420/1440/1460/1480/1500/1520/1550,My Big Sister's Dress,"For every {0} Rhythm Icons, there's a {1}% chance<br>skill activation rates become {3}x for {2} sec.",1
100040164,味見の幸せ,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,20/20/20/20/20/20/20/20/20,21000/25000/29000/33000/37000/41000/45000/49000/49000,,0,0,0,11,1/1/1/1/1/1/1/1/1,The Joys of Tasting,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
100030167,みんなで作った衣装,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,69/69/69/69/69/69/69/69/69,14000/16000/18000/20000/22000/24000/26000/28000/28000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,317/506/696/885/1074/1264/1453/1643/1782,Costume Made Together,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100080166,最高のおもてなしを,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,25/25/25/25/25/25/25/25/25,44000/47000/50000/53000/56000/59000/62000/65000/65000,6000/6500/7000/7500/8000/8500/9000/9500/10200,0,0,0,5,2/2/2/2/2/2/2/2/2,The Ultimate Service,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100010173,ルックイン・マインド,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,34/34/34/34/34,62000/65000/68000/71000/74000,6000/6500/7000/7500/8000,0,0,0,5,2/2/2/2/2,Look Into My Mind,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
120090024,一年に一度の大切な日,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,48/48/48/48/48/48/48/48/48,16000/17000/18000/19000/20000/21000/22000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,193/364/536/707/878/1049/1220/1391/1517,Once a Year Event,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030152,小さな頃の誓い,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,80/80/80/80/80/80/80/80/80,17000/19000/21000/23000/25000/27000/29000/31000/31000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,303/505/708/910/1113/1315/1518/1720/1866,Childhood Vow,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110040150,ウエディングの夢,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,51/51/51/51/51/51/51/51/51,16000/17000/18000/19000/20000/21000/22000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,204/386/568/750/932/1114/1296/1478/1604,Wedding Dream,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110080155,懐かしい遊び,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,15/15/15/15/15/15/15/15/15,13000/17000/21000/25000/29000/33000/37000/41000/41000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Like the Old Days,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
120090025,今こそ繋がろう,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,41/41/41/41/41/41/41/41/41,50000/53000/56000/59000/62000/65000/68000/71000/71000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,25/28/32/35/39/42/46/49/54,It's Time to Connect,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100080167,アクアスプラッシュ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,69/69/69/69/69/69/69/69/69,12000/14000/16000/18000/20000/22000/24000/26000/26000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,436/672/909/1145/1381/1618/1854/2091/2268,Aqua Splash!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110090155,転んじゃった,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,42/42/42/42/42/42/42/42/42,12000/13000/14000/15000/16000/17000/18000/19000/19000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,266/476/687/898/1109/1320/1531/1741/1889,I Tripped,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100020169,猫のステップ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,45/45/45/45/45/45/45/45/45,8000/10000/12000/14000/16000/18000/20000/22000/22000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,362/505/648/791/934/1078/1221/1364/1488,Cat's Step,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100070165,ラッキーアニマル♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,63/63/63/63/63/63/63/63/63,12000/14000/16000/18000/20000/22000/24000/26000/26000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,338/520/703/885/1068/1250/1433/1615/1762,Lucky Animal,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100090172,あなたにも差し入れ,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,16/16/16/16/16/16/16/16/16,26000/30000/34000/38000/42000/46000/50000/54000/54000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Refreshments for You,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
130010021,無自覚な小悪魔,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,51/51/51/51/51/51/51/51/51,7000/9000/11000/13000/15000/17000/19000/21000/21000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,552/747/941/1136/1330/1524/1719/1913/2076,Unaware Little Devil,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
130020020,好きになっちゃう,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,14/14/14/14/14/14/14/14/14,26000/30000/34000/38000/42000/46000/50000/54000/54000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Head Over Heels,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
100050168,ネコさんになって,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,42/42/42/42/42/42/42/42/42,7000/9000/11000/13000/15000/17000/19000/21000/21000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,386/522/657/792/928/1063/1198/1333/1454,Become a Cat,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100060167,感謝をかたちに,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,60/60/60/60/60/60/60/60/60,12000/14000/16000/18000/20000/22000/24000/26000/26000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,321/495/669/843/1017/1191/1364/1538/1678,A Token of Thanks,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100080168,ありがとうを伝えて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,57/57/57/57/57/57/57/57/57,11000/13000/15000/17000/19000/21000/23000/25000/25000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,334/503/673/842/1012/1181/1351/1520/1658,Communicating Thanks,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120110012,ちゃんと祝ってよね！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,57/57/57/57/57/57/57/57/57,11000/13000/15000/17000/19000/21000/23000/25000/25000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,334/503/673/842/1012/1181/1351/1520/1658,Celebrate Properly!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100010174,サークルメモリー,リズムアイコン{0}個ごとに{1}%の確率で<br>直前に発動した特技をもう一度発動する,1,23/23/23/23/23/23/23/23/23,26000/30000/34000/38000/42000/46000/50000/54000/54000,,0,0,0,11,1/1/1/1/1/1/1/1/1,Circle of Memories,"For every {0} Rhythm Icons, there's a {1}% chance<br>the skill that just activated triggers again.",1
100070166,サプライズ・ビジター,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,15/15/15/15/15/15/15/15/15,29000/33000/37000/41000/45000/49000/53000/57000/57000,,0,0,0,6,8/9/10/11/12/13/14/15/16,Surprise Visitor,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
120060029,ワガママOK！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,15/15/15/15/15/15/15/15/15,55000/57000/59000/61000/63000/65000/67000/69000/69000,2000/2500/3000/3500/4000/4500/5000/5500/5900,0,0,0,5,2/2/2/2/2/2/2/2/2,Being Selfish is OK!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100010175,髪型を変えてみて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,51/51/51/51/51/51/51/51/51,9000/11000/13000/15000/17000/19000/21000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,364/523/682/841/1001/1160/1319/1478/1612,Try a New Hairstyle,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100030168,感謝の気持ち,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,48/48/48/48/48/48/48/48/48,9000/11000/13000/15000/17000/19000/21000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,343/493/642/792/942/1092/1241/1391/1517,Feelings of Gratitude,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100040165,ネコを意識して,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,54/54/54/54/54/54/54/54/54,10000/12000/14000/16000/18000/20000/22000/24000/24000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,347/512/676/841/1006/1171/1335/1500/1636,Think of Cats,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010158,サンタチカチー☆,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,54/54/54/54/54/54/54/54/54,10000/12000/14000/16000/18000/20000/22000/24000/24000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,473/630/786/942/1099/1255/1412/1568/1710,Santa Chika,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020157,地上の星,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,51/51/51/51/51/51/51/51/51,9000/11000/13000/15000/17000/19000/21000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,497/647/797/946/1096/1246/1396/1545/1685,A Star on Earth,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050160,パーティ気分で,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,45/45/45/45/45/45/45/45/45,8000/10000/12000/14000/16000/18000/20000/22000/22000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,492/626/759/892/1026/1159/1292/1426/1554,Feels Like a Party,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060160,堕天使ヨハネのギフト,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,48/48/48/48/48/48/48/48/48,9000/11000/13000/15000/17000/19000/21000/23000/23000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,467/608/749/890/1031/1172/1313/1454/1586,Fallen Angel's Gift,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070153,夢の巨大ハンバーガー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,42/42/42/42/42/42/42/42/42,7000/9000/11000/13000/15000/17000/19000/21000/21000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,525/649/773/897/1021/1146/1270/1394/1520,Giant Dream Burger,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110090156,夢への写真,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,60/60/60/60/60/60/60/60/60,12000/14000/16000/18000/20000/22000/24000/26000/26000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,438/605/772/939/1107/1274/1441/1608/1754,A Photo for a Dream,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050161,リズミカルチャーム,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,17/17/17/17/17,36000/38000/40000/42000/44000,3000/3000/3000/3000/3000,0,0,0,4,15/17/19/20/22,Rhythmical Charm,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
